PLAYER_NAME,team,GP,G_PERCENT,MIN,MPG,num_times_stolen_from_rookie,num_times_fouled_by_rookie,num_times_blocked_rookie,positive_events_against_rookies_total,num_times_stolen_by_rookie,num_times_fouled_rookie,num_times_blocked_by_rookie,negative_events_against_rookies_total,num_times_stolen_from_rookie_per_36,num_times_fouled_by_rookie_per_36,num_times_blocked_rookie_per_36,positive_events_against_rookies_total_per_36,num_times_stolen_by_rookie_per_36,num_times_fouled_rookie_per_36,num_times_blocked_by_rookie_per_36,negative_events_against_rookies_total_per_36,net_events_against_rookies_total_per_36
Jonas Valančiūnas,DEN,43,0.7818181818181819,626.888333333333,14.578798449612394,1,5,3,9,0,5,2,7,0.057426495415185616,0.2871324770759281,0.17227948624555686,0.5168384587366706,0,0.2871324770759281,0.11485299083037123,0.4019854679062993,0.11485299083037126
Bismack Biyombo,SAS,14,0.25925925925925924,78.4383333333333,5.602738095238093,1,0,0,1,1,1,1,3,0.4589592673650215,0,0,0.4589592673650215,0.4589592673650215,0.4589592673650215,0.4589592673650215,1.3768778020950647,-0.9179185347300431
Klay Thompson,DAL,49,0.9074074074074074,1083.33833333333,22.108945578231225,2,1,2,5,4,3,0,7,0.06646123171739228,0.03323061585869614,0.06646123171739228,0.16615307929348072,0.13292246343478456,0.09969184757608843,0,0.23261431101087296,-0.06646123171739224
Kawhi Leonard,LAC,41,0.7592592592592593,1343.98833333333,32.78020325203244,8,15,2,25,3,4,0,7,0.21428757442090943,0.4017892020392052,0.05357189360522736,0.669648670065342,0.08035784040784104,0.10714378721045471,0,0.18750162761829575,0.48214704244704626
Nikola Vučević,BOS,51,0.9444444444444444,1558.05666666667,30.550130718954314,2,3,2,7,5,3,2,10,0.04621141293534457,0.06931711940301685,0.04621141293534457,0.161739945273706,0.11552853233836144,0.06931711940301685,0.04621141293534457,0.23105706467672288,-0.06931711940301688
Tobias Harris,DET,37,0.6981132075471698,1033.35,27.928378378378376,0,6,0,6,2,2,1,5,0,0.2090288866308608,0,0.2090288866308608,0.06967629554362027,0.06967629554362027,0.034838147771810136,0.17419073885905068,0.03483814777181013
Jimmy Butler III,GSW,38,0.6909090909090909,1181.67666666667,31.096754385965,5,20,0,25,4,2,2,8,0.1523259323616439,0.6093037294465756,0,0.7616296618082194,0.12186074588931513,0.060930372944657564,0.060930372944657564,0.24372149177863026,0.5179081700295892
Anthony Davis,WAS,20,0.37735849056603776,625.63,31.2815,2,4,3,9,3,2,1,6,0.11508399533270464,0.23016799066540927,0.17262599299905695,0.5178779789971708,0.17262599299905695,0.11508399533270464,0.05754199766635232,0.3452519859981139,0.1726259929990569
Bradley Beal,LAC,6,0.1111111111111111,120.916666666667,20.152777777777832,1,0,0,1,0,1,0,1,0.297725706409372,0,0,0.297725706409372,0,0.297725706409372,0,0.297725706409372,0
Andre Drummond,PHI,40,0.7407407407407407,790.41,19.76025,3,4,2,9,1,4,0,5,0.13663794739439028,0.18218392985918702,0.09109196492959351,0.4099138421831708,0.045545982464796755,0.18218392985918702,0,0.22772991232398376,0.18218392985918702
Harrison Barnes,SAS,54,1,1500.71166666667,27.79095679012352,2,3,3,8,3,2,1,6,0.047977237466224246,0.07196585619933638,0.07196585619933638,0.19190894986489698,0.07196585619933638,0.047977237466224246,0.023988618733112123,0.14393171239867275,0.04797723746622423
Draymond Green,GSW,46,0.8363636363636363,1228.75833333333,26.712137681159348,4,3,2,9,5,2,2,9,0.11719147377772986,0.0878936053332974,0.05859573688886493,0.26368081599989224,0.1464893422221623,0.05859573688886493,0.05859573688886493,0.26368081599989224,0
Khris Middleton,DAL,36,0.6666666666666666,869.44,24.151111111111113,6,4,0,10,2,4,2,8,0.24843577475156423,0.16562384983437614,0,0.41405962458594037,0.08281192491718807,0.16562384983437614,0.08281192491718807,0.3312476996687523,0.08281192491718808
CJ McCollum,ATL,51,0.9107142857142857,1536.9,30.13529411764706,5,8,2,15,6,0,0,6,0.11711887565879367,0.1873902010540699,0.04684755026351747,0.35135662697638104,0.14054265079055242,0,0,0.14054265079055242,0.21081397618582862
Dennis Schröder,CLE,44,0.8,1134.48,25.783636363636365,1,6,1,8,5,2,1,8,0.031732599957689865,0.19039559974613918,0.031732599957689865,0.2538607996615189,0.15866299978844933,0.06346519991537973,0.031732599957689865,0.2538607996615189,0
Kelly Olynyk,SAS,30,0.5555555555555556,283.846666666667,9.461555555555567,1,0,0,1,1,2,0,3,0.126829039152594,0,0,0.126829039152594,0.126829039152594,0.253658078305188,0,0.3804871174577819,-0.25365807830518794
Kentavious Caldwell-Pope,MEM,51,0.9622641509433962,1087.55833333333,21.324673202614314,3,7,0,10,2,1,3,6,0.09930501812163363,0.2317117089504785,0,0.3310167270721121,0.06620334541442242,0.03310167270721121,0.09930501812163363,0.19861003624326726,0.13240669082884485
Mason Plumlee,CHA,14,0.2545454545454545,124.516666666667,8.894047619047644,1,1,0,2,0,0,0,0,0.28911792263418473,0.28911792263418473,0,0.5782358452683695,0,0,0,0,0.5782358452683695
Rudy Gobert,MIN,54,0.9642857142857143,1688.97166666667,31.277253086419815,4,12,7,23,3,4,4,11,0.08525897908293295,0.2557769372487988,0.14920321339513265,0.49023912972686445,0.0639442343121997,0.08525897908293295,0.08525897908293295,0.23446219247806557,0.2557769372487989
Steven Adams,HOU,32,0.6037735849056604,730.365,22.82390625,1,6,3,10,2,0,1,3,0.04929042328150993,0.29574253968905956,0.14787126984452978,0.49290423281509926,0.09858084656301987,0,0.04929042328150993,0.14787126984452978,0.3450329629705695
Tim Hardaway Jr.,DEN,54,0.9818181818181818,1487.00666666667,27.537160493827223,1,11,0,12,3,4,2,9,0.024209709886976467,0.2663068087567411,0,0.2905165186437176,0.0726291296609294,0.09683883954790587,0.048419419773952935,0.2178873889827882,0.07262912966092938
Giannis Antetokounmpo,MIL,30,0.5660377358490566,876.211666666667,29.207055555555566,0,10,0,10,4,2,2,8,0,0.41085962866658915,0,0.41085962866658915,0.16434385146663566,0.08217192573331783,0.08217192573331783,0.3286877029332713,0.08217192573331783
Thanasis Antetokounmpo,MIL,19,0.3584905660377358,56.82,2.9905263157894737,0,1,1,2,1,1,0,2,0,0.6335797254487856,0.6335797254487856,1.2671594508975712,0.6335797254487856,0.6335797254487856,0,1.2671594508975712,0
Zach LaVine,SAC,39,0.6964285714285714,1224.26333333333,31.391367521367435,2,5,0,7,2,1,2,5,0.05881087674492705,0.1470271918623176,0,0.20583806860724466,0.05881087674492705,0.029405438372463524,0.05881087674492705,0.1470271918623176,0.05881087674492705
Jordan Clarkson,NYK,51,0.9272727272727272,963.283333333333,18.88790849673202,1,3,0,4,1,7,3,11,0.0373721819471599,0.1121165458414797,0,0.1494887277886396,0.0373721819471599,0.2616052736301193,0.1121165458414797,0.41109400141875896,-0.2616052736301193
Gary Harris,MIL,38,0.71698113207547165,552.945,14.551184210526317,3,1,0,4,1,0,0,1,0.1953177983343732,0.0651059327781244,0,0.2604237311124976,0.0651059327781244,0,0,0.0651059327781244,0.1953177983343732
Jerami Grant,POR,40,0.7142857142857143,1164.11166666667,29.102791666666754,1,14,1,16,5,4,4,13,0.030924868318760852,0.43294815646265195,0.030924868318760852,0.49479789310017364,0.15462434159380425,0.12369947327504341,0.12369947327504341,0.4020232881438911,0.09277460495628254
Aaron Gordon,DEN,23,0.41818181818181815,642.001666666667,27.913115942029002,2,3,0,5,1,0,1,2,0.11214924156479339,0.16822386234719008,0,0.2803731039119835,0.056074620782396695,0,0.056074620782396695,0.11214924156479339,0.1682238623471901
