name,personId,postseason_games,reg_season_games,tour_date_postseason,tour_date_reg_season,tot_games,tot_tour_date_games,tot_tour_date_percent,postseason_tour_date_percent,reg_season_tour_date_percent
Devin Booker,1626164,0,75,0,19,75,19,0.25333333333333335,NA,0.25333333333333335
Devin Carter,1642269,1,36,0,1,37,1,0.02702702702702703,0,0.027777777777777776
Devin Vassell,1630170,0,62,0,22,62,22,0.3548387096774194,NA,0.3548387096774194
Dillon Brooks,1628415,7,74,0,22,81,22,0.2716049382716049,0,0.2972972972972973
Dillon Jones,1641794,10,55,0,0,65,0,0,0,0
Domantas Sabonis,1627734,1,70,1,6,71,7,0.09859154929577464,1,0.08571428571428572
Dominick Barlow,1631230,1,35,0,0,36,0,0,0,0
Donovan Clingan,1642270,0,67,0,1,67,1,0.014925373134328358,NA,0.014925373134328358
Donovan Mitchell,1628378,9,71,3,20,80,23,0.2875,0.3333333333333333,0.28169014084507044
Donte DiVincenzo,1628978,15,62,5,16,77,21,0.2727272727272727,0.3333333333333333,0.25806451612903225
Dorian Finney-Smith,1627827,5,61,0,2,66,2,0.030303030303030304,0,0.03278688524590164
Doug McDermott,203926,1,42,0,0,43,0,0,0,0
Draymond Green,203110,13,68,3,6,81,9,0.1111111111111111,0.23076923076923078,0.08823529411764706
Drew Eubanks,1629234,3,60,0,0,63,0,0,0,0
Drew Peterson,1641809,0,25,0,0,25,0,0,NA,0
Drew Timme,1631166,0,9,0,3,9,3,0.3333333333333333,NA,0.3333333333333333
Dru Smith,1630696,0,14,0,0,14,0,0,NA,0
Duncan Robinson,1629130,6,74,0,10,80,10,0.125,0,0.13513513513513514
Duop Reath,1641871,0,46,0,0,46,0,0,NA,0
Dwight Powell,203939,1,55,0,0,56,0,0,0,0
Dyson Daniels,1630700,2,75,1,19,77,20,0.2597402597402597,0.5,0.25333333333333335
E.J. Liddell,1630604,0,12,0,0,12,0,0,NA,0
Elfrid Payton,203901,0,22,0,0,22,0,0,NA,0
Elijah Harkless,1641989,0,10,0,0,10,0,0,NA,0
Emanuel Miller,1641801,0,6,0,0,6,0,0,NA,0
Emoni Bates,1641734,0,10,0,0,10,0,0,NA,0
Enrique Freeman,1642402,0,22,0,0,22,0,0,NA,0
Eric Gordon,201569,0,39,0,0,39,0,0,NA,0
Evan Mobley,1630596,8,71,1,8,79,9,0.11392405063291139,0.125,0.11267605633802817
Franz Wagner,1630532,6,58,1,13,64,14,0.21875,0.16666666666666666,0.22413793103448276
Fred VanVleet,1627832,7,59,2,26,66,28,0.42424242424242425,0.2857142857142857,0.4406779661016949
GG Jackson,1641713,1,28,0,4,29,4,0.13793103448275862,0,0.14285714285714285
Gabe Vincent,1629216,5,70,0,6,75,6,0.08,0,0.08571428571428572
Garrett Temple,202066,0,28,0,0,28,0,0,NA,0
Garrison Mathews,1629726,0,46,0,3,46,3,0.06521739130434782,NA,0.06521739130434782
Gary Harris,203914,6,46,0,0,52,0,0,0,0
Gary Payton II,1627780,12,62,0,0,74,0,0,0,0
Gary Trent Jr.,1629018,5,74,0,12,79,12,0.1518987341772152,0,0.16216216216216217
Georges Niang,1627777,2,79,0,7,81,7,0.08641975308641975,0,0.08860759493670886
Giannis Antetokounmpo,203507,5,68,0,1,73,1,0.0136986301369863,0,0.014705882352941176
Gradey Dick,1641711,0,54,0,21,54,21,0.3888888888888889,NA,0.3888888888888889
Grant Williams,1629684,0,16,0,1,16,1,0.0625,NA,0.0625
Grayson Allen,1628960,0,64,0,7,64,7,0.109375,NA,0.109375
Guerschon Yabusele,1627824,0,70,0,5,70,5,0.07142857142857142,NA,0.07142857142857142
Gui Santos,1630611,11,56,0,0,67,0,0,0,0
Harrison Barnes,203084,0,80,0,5,80,5,0.0625,NA,0.0625
Harrison Ingram,1631127,0,5,0,0,5,0,0,NA,0
Haywood Highsmith,1629312,6,74,0,2,80,2,0.025,0,0.02702702702702703
Herbert Jones,1630529,0,20,0,4,20,4,0.2,NA,0.2
Hunter Tyson,1641816,5,51,0,1,56,1,0.017857142857142856,0,0.0196078431372549
Immanuel Quickley,1630193,0,33,0,13,33,13,0.3939393939393939,NA,0.3939393939393939
Isaac Jones,1642403,1,40,0,0,41,0,0,0,0
Isaac Okoro,1630171,9,55,0,1,64,1,0.015625,0,0.01818181818181818
Isaiah Collier,1642268,0,70,0,13,70,13,0.18571428571428572,NA,0.18571428571428572
Isaiah Crawford,1642384,0,15,0,0,15,0,0,NA,0
Isaiah Hartenstein,1628392,23,58,1,2,81,3,0.037037037037037035,0.043478260869565216,0.034482758620689655
Isaiah Jackson,1630543,0,5,0,0,5,0,0,NA,0
Isaiah Joe,1630198,21,75,0,7,96,7,0.07291666666666667,0,0.09333333333333334
Isaiah Mobley,1630600,0,1,0,0,1,0,0,NA,0
Isaiah Stevens,1641815,0,3,0,0,3,0,0,NA,0
Isaiah Stewart,1630191,1,72,0,0,73,0,0,0,0
Isaiah Wong,1631209,0,20,0,0,20,0,0,NA,0
Ivica Zubac,1627826,7,79,0,4,86,4,0.046511627906976744,0,0.05063291139240506
JD Davison,1631120,4,16,0,1,20,1,0.05,0,0.0625
JT Thor,1630550,0,19,0,0,19,0,0,NA,0
Ja Morant,1629630,5,49,3,14,54,17,0.3148148148148148,0.6,0.2857142857142857
Ja'Kobe Walter,1642266,0,52,0,8,52,8,0.15384615384615385,NA,0.15384615384615385
Jabari Smith Jr.,1631095,7,57,0,15,64,15,0.234375,0,0.2631578947368421
Jabari Walker,1631133,0,60,0,0,60,0,0,NA,0
Jack McVeigh,1629098,0,9,0,0,9,0,0,NA,0
Jackson Rowe,1642050,0,6,0,0,6,0,0,NA,0
Jacob Toppin,1631210,0,17,0,0,17,0,0,NA,0
Jaden Hardy,1630702,1,57,0,4,58,4,0.06896551724137931,0,0.07017543859649122
Jaden Ivey,1631093,0,30,0,12,30,12,0.4,NA,0.4
Jaden McDaniels,1630183,15,82,2,13,97,15,0.15463917525773196,0.13333333333333333,0.15853658536585366
Jaden Springer,1630531,0,43,0,0,43,0,0,NA,0
Jae Crowder,203109,0,9,0,0,9,0,0,NA,0
Jae'Sean Tate,1630256,0,51,0,0,51,0,0,NA,0
Jahlil Okafor,1626143,0,1,0,0,1,0,0,NA,0
Jahmir Young,1642443,0,6,0,0,6,0,0,NA,0
Jaime Jaquez Jr.,1631170,4,66,0,7,70,7,0.1,0,0.10606060606060606
Jake LaRavia,1631222,0,66,0,2,66,2,0.030303030303030304,NA,0.030303030303030304
Jakob Poeltl,1627751,0,57,0,2,57,2,0.03508771929824561,NA,0.03508771929824561
Jalen Bridges,1641779,0,8,0,0,8,0,0,NA,0
Jalen Brunson,1628973,18,65,4,20,83,24,0.2891566265060241,0.2222222222222222,0.3076923076923077
Jalen Duren,1631105,6,78,0,1,84,1,0.011904761904761904,0,0.01282051282051282
Jalen Green,1630224,7,81,3,36,88,39,0.4431818181818182,0.42857142857142855,0.4444444444444444
Jalen Hood-Schifino,1641720,0,15,0,1,15,1,0.06666666666666667,NA,0.06666666666666667
Jalen Johnson,1630552,0,36,0,11,36,11,0.3055555555555556,NA,0.3055555555555556
Jalen McDaniels,1629667,0,4,0,0,4,0,0,NA,0
Jalen Pickett,1629618,8,49,0,1,57,1,0.017543859649122806,0,0.02040816326530612
Jalen Smith,1630188,1,64,0,6,65,6,0.09230769230769231,0,0.09375
Jalen Suggs,1630591,0,35,0,12,35,12,0.34285714285714286,NA,0.34285714285714286
Jalen Williams,1631114,23,70,8,18,93,26,0.27956989247311825,0.34782608695652173,0.2571428571428571
Jalen Wilson,1630592,0,79,0,16,79,16,0.20253164556962025,NA,0.20253164556962025
Jamal Cain,1631288,0,36,0,1,36,1,0.027777777777777776,NA,0.027777777777777776
Jamal Murray,1627750,14,67,6,16,81,22,0.2716049382716049,0.42857142857142855,0.23880597014925373
Jamal Shead,1642347,0,75,0,9,75,9,0.12,NA,0.12
Jamaree Bouyea,1631123,0,5,0,0,5,0,0,NA,0
James Harden,201935,7,78,0,40,85,40,0.47058823529411764,0,0.5128205128205128
James Johnson,201949,5,12,0,0,17,0,0,0,0
James Wiseman,1630164,0,1,0,0,1,0,0,NA,0
Jamison Battle,1642419,0,59,0,5,59,5,0.0847457627118644,NA,0.0847457627118644
Jarace Walker,1641716,12,75,0,2,87,2,0.022988505747126436,0,0.02666666666666667
Jared Butler,1630215,0,60,0,4,60,4,0.06666666666666667,NA,0.06666666666666667
Jared McCain,1642272,0,23,0,4,23,4,0.17391304347826086,NA,0.17391304347826086
Jared Rhoden,1631197,0,14,0,1,14,1,0.07142857142857142,NA,0.07142857142857142
Jaren Jackson Jr.,1628991,6,73,3,16,79,19,0.24050632911392406,0.5,0.2191780821917808
Jarred Vanderbilt,1629020,5,34,0,0,39,0,0,0,0
Jarrett Allen,1628386,9,82,0,1,91,1,0.01098901098901099,0,0.012195121951219513
Javonte Green,1629750,6,68,0,3,74,3,0.04054054054054054,0,0.04411764705882353
Jaxson Hayes,1629637,4,54,0,0,58,0,0,0,0
Jay Huff,1630643,3,64,0,0,67,0,0,0,0
Jaylen Brown,1627759,11,63,5,15,74,20,0.2702702702702703,0.45454545454545453,0.23809523809523808
Jaylen Clark,1641740,5,40,0,0,45,0,0,0,0
Jaylen Martin,1641798,0,15,0,0,15,0,0,NA,0
Jaylen Nowell,1629669,0,8,0,3,8,3,0.375,NA,0.375
Jaylen Sims,1631301,0,6,0,0,6,0,0,NA,0
Jaylen Wells,1642377,0,78,0,16,78,16,0.20512820512820512,NA,0.20512820512820512
Jaylin Williams,1631119,17,47,0,1,64,1,0.015625,0,0.02127659574468085
Jaylon Tyson,1642281,4,47,0,0,51,0,0,0,0
Jayson Tatum,1628369,8,72,5,24,80,29,0.3625,0.625,0.3333333333333333
Jazian Gortman,1641789,0,16,0,0,16,0,0,NA,0
Jeff Dowtin Jr.,1630288,0,41,0,1,41,1,0.024390243902439025,NA,0.024390243902439025
Jeff Green,201145,3,32,0,1,35,1,0.02857142857142857,0,0.03125
Jerami Grant,203924,0,47,0,27,47,27,0.574468085106383,NA,0.574468085106383
Jeremiah Robinson-Earl,1630526,0,65,0,4,65,4,0.06153846153846154,NA,0.06153846153846154
Jeremy Sochan,1631110,0,53,0,4,53,4,0.07547169811320754,NA,0.07547169811320754
Jericho Sims,1630579,5,53,0,0,58,0,0,0,0
Jesse Edwards,1642399,0,2,0,0,2,0,0,NA,0
Jett Howard,1641724,2,59,0,3,61,3,0.04918032786885246,0,0.05084745762711865
Jevon Carter,1628975,0,36,0,2,36,2,0.05555555555555555,NA,0.05555555555555555
Jimmy Butler,202710,12,55,3,5,67,8,0.11940298507462686,0.25,0.09090909090909091
Jock Landale,1629111,1,41,0,0,42,0,0,0,0
Joe Ingles,204060,0,19,0,0,19,0,0,NA,0
Joel Embiid,203954,0,19,0,4,19,4,0.21052631578947367,NA,0.21052631578947367
John Collins,1628381,0,40,0,8,40,8,0.2,NA,0.2
John Konchar,1629723,6,46,0,0,52,0,0,0,0
Johnny Davis,1631098,0,34,0,0,34,0,0,NA,0
Johnny Furphy,1642277,11,50,0,1,61,1,0.01639344262295082,0,0.02
Johnny Juzang,1630548,0,63,0,5,63,5,0.07936507936507936,NA,0.07936507936507936
Jonas Valanciunas,202685,1,81,0,3,82,3,0.036585365853658534,0,0.037037037037037035
Jonathan Isaac,1628371,6,70,0,2,76,2,0.02631578947368421,0,0.02857142857142857
Jonathan Kuminga,1630228,8,47,1,15,55,16,0.2909090909090909,0.125,0.3191489361702128
Jonathan Mogbo,1642367,0,63,0,4,63,4,0.06349206349206349,NA,0.06349206349206349
Jordan Clarkson,203903,0,36,0,12,36,12,0.3333333333333333,NA,0.3333333333333333
