name,personId,postseason_games,reg_season_games,tour_date_postseason,tour_date_reg_season,tot_games,tot_tour_date_games,tot_tour_date_percent,postseason_tour_date_percent,reg_season_tour_date_percent
Allen Iverson,947,71,914,34,369,985,403,0.40913705583756343,0.4788732394366197,0.4037199124726477
Allen Leavell,77353,63,700,7,88,763,95,0.12450851900393185,0.1111111111111111,0.12571428571428572
Allen Murphy,77668,0,2,0,0,2,0,0,NA,0
Allie McGuire,77535,0,2,0,0,2,0,0,NA,0
Allonzo Trier,1629019,0,88,0,11,88,11,0.125,NA,0.125
Alondes Williams,1631214,0,9,0,0,9,0,0,NA,0
Alonzo Bradley,76229,5,99,0,0,104,0,0,0,0
Alonzo Gee,202087,1,417,0,37,418,37,0.08851674641148326,0,0.08872901678657075
Alonzo Mourning,297,95,838,12,113,933,125,0.1339764201500536,0.12631578947368421,0.13484486873508353
Alperen Sengun,1630578,7,285,4,33,292,37,0.1267123287671233,0.5714285714285714,0.11578947368421053
Alphonso Ford,76732,0,11,0,2,11,2,0.18181818181818182,NA,0.18181818181818182
Alton Ford,2228,0,73,0,0,73,0,0,NA,0
Alton Lister,175,87,953,1,31,1040,32,0.03076923076923077,0.011494252873563218,0.03252885624344176
Alvan Adams,76011,78,988,13,151,1066,164,0.15384615384615385,0.16666666666666666,0.152834008097166
Alvin Attles,76070,62,712,9,77,774,86,0.1111111111111111,0.14516129032258066,0.10814606741573034
Alvin Heggs,76987,0,4,0,0,4,0,0,NA,0
Alvin Holt,77046,0,6,0,0,6,0,0,NA,0
Alvin Jones,2264,2,23,0,0,25,0,0,0,0
Alvin Robertson,926,13,779,3,139,792,142,0.17929292929292928,0.23076923076923078,0.17843388960205392
Alvin Scott,78095,61,627,1,5,688,6,0.00872093023255814,0.01639344262295082,0.007974481658692184
Alvin Sims,1591,0,4,0,0,4,0,0,NA,0
Alvin Williams,1541,18,460,10,87,478,97,0.20292887029288703,0.5555555555555556,0.1891304347826087
Amal McCaskill,1043,2,114,0,0,116,0,0,0,0
Amar'e Stoudemire,2405,78,846,9,92,924,101,0.10930735930735931,0.11538461538461539,0.10874704491725769
Amari Bailey,1641735,0,10,0,1,10,1,0.1,NA,0.1
Amen Thompson,1641708,7,130,2,8,137,10,0.072992700729927,0.2857142857142857,0.06153846153846154
Amida Brimah,1628578,2,5,0,0,7,0,0,0,0
Amile Jefferson,1628518,0,30,0,0,30,0,0,NA,0
Amir Coffey,1629599,22,322,0,15,344,15,0.0436046511627907,0,0.046583850931677016
Amir Johnson,101161,54,870,0,10,924,10,0.010822510822510822,0,0.011494252873563218
Anderson Varejao,2760,88,632,0,25,720,25,0.034722222222222224,0,0.03955696202531646
Andrae Patterson,1754,2,40,0,0,42,0,0,0,0
Andray Blatche,101154,27,564,1,79,591,80,0.1353637901861252,0.037037037037037035,0.1400709219858156
Andre Barrett,2857,0,67,0,1,67,1,0.014925373134328358,NA,0.014925373134328358
Andre Brown,2810,0,75,0,1,75,1,0.013333333333333334,NA,0.013333333333333334
Andre Dawkins,203958,0,4,0,0,4,0,0,NA,0
Andre Drummond,203083,23,904,1,91,927,92,0.09924487594390508,0.043478260869565216,0.1006637168141593
Andre Emmett,2765,0,14,0,0,14,0,0,NA,0
Andre Iguodala,2738,177,1231,15,169,1408,184,0.13068181818181818,0.0847457627118644,0.1372867587327376
Andre Ingram,201281,0,6,0,0,6,0,0,NA,0
Andre Jackson Jr.,1641748,7,124,0,0,131,0,0,0,0
Andre McCarter,77504,0,102,0,2,102,2,0.0196078431372549,NA,0.0196078431372549
Andre Miller,1889,68,1304,17,258,1372,275,0.20043731778425655,0.25,0.19785276073619631
Andre Moore,77632,0,10,0,1,10,1,0.1,NA,0.1
Andre Owens,101261,0,54,0,2,54,2,0.037037037037037035,NA,0.037037037037037035
Andre Roberson,203460,26,307,1,5,333,6,0.018018018018018018,0.038461538461538464,0.016286644951140065
Andre Spencer,78227,0,48,0,5,48,5,0.10416666666666667,NA,0.10416666666666667
Andre Turner,78377,8,170,0,5,178,5,0.028089887640449437,0,0.029411764705882353
Andre Wakefield,78431,0,81,0,1,81,1,0.012345679012345678,NA,0.012345679012345678
Andrea Bargnani,200745,11,550,2,141,561,143,0.2549019607843137,0.18181818181818182,0.25636363636363635
Andreas Glyniadakis,2601,0,13,0,0,13,0,0,NA,0
Andrei Kirilenko,1905,55,797,5,95,852,100,0.11737089201877934,0.09090909090909091,0.1191969887076537
Andres Guibert,76903,0,22,0,0,22,0,0,NA,0
Andres Nocioni,2804,23,514,5,86,537,91,0.16945996275605213,0.21739130434782608,0.16731517509727625
Andrew Bogut,101106,77,706,2,52,783,54,0.06896551724137931,0.025974025974025976,0.07365439093484419
Andrew Bynum,101115,74,418,5,26,492,31,0.06300813008130081,0.06756756756756757,0.06220095693779904
Andrew DeClercq,692,13,587,0,9,600,9,0.015,0,0.015332197614991482
Andrew Funk,1641847,0,5,0,0,5,0,0,NA,0
Andrew Gaze,1845,0,26,0,0,26,0,0,NA,0
Andrew Goudelock,202726,9,49,0,1,58,1,0.017241379310344827,0,0.02040816326530612
Andrew Harrison,1626150,6,145,0,10,151,10,0.06622516556291391,0,0.06896551724137931
Andrew Lang,457,42,737,0,37,779,37,0.04749679075738126,0,0.050203527815468114
Andrew Levane,77375,9,38,0,0,47,0,0,0,0
Andrew Nembhard,1629614,40,208,6,24,248,30,0.12096774193548387,0.15,0.11538461538461539
Andrew Nicholson,203094,0,285,0,13,285,13,0.0456140350877193,NA,0.0456140350877193
Andrew Toney,78351,72,469,17,83,541,100,0.18484288354898337,0.2361111111111111,0.17697228144989338
Andrew White III,1628510,0,15,0,1,15,1,0.06666666666666667,NA,0.06666666666666667
Andrew Wiggins,203952,49,766,12,247,815,259,0.3177914110429448,0.24489795918367346,0.3224543080939948
Andris Biedrins,2740,14,516,0,6,530,6,0.011320754716981131,0,0.011627906976744186
Andy Duncan,76615,4,66,0,0,70,0,0,0,0
Andy Johnson,77131,12,293,3,61,305,64,0.2098360655737705,0.25,0.20819112627986347
Andy Panko,1950,0,1,0,0,1,0,0,NA,0
Andy Phillip,77853,58,485,3,19,543,22,0.040515653775322284,0.05172413793103448,0.03917525773195876
Andy Rautins,202360,0,5,0,0,5,0,0,NA,0
Andy Toolson,342,2,60,0,1,62,1,0.016129032258064516,0,0.016666666666666666
Andy Walker,78433,0,40,0,2,40,2,0.05,NA,0.05
Anfernee Hardaway,358,64,704,25,166,768,191,0.24869791666666666,0.390625,0.23579545454545456
Anfernee Simons,1629014,15,389,0,95,404,95,0.23514851485148514,0,0.2442159383033419
Angel Delgado,1629116,0,2,0,0,2,0,0,NA,0
Angelo Musi,77677,2,52,0,1,54,1,0.018518518518518517,0,0.019230769230769232
Ansu Sesay,1738,4,127,0,1,131,1,0.007633587786259542,0,0.007874015748031496
Antawn Jamison,1712,46,1083,12,296,1129,308,0.2728077945084145,0.2608695652173913,0.27331486611265005
Ante Zizic,1627790,8,113,0,1,121,1,0.008264462809917356,0,0.008849557522123894
Anthony Avent,138,9,352,0,29,361,29,0.08033240997229917,0,0.08238636363636363
Anthony Bennett,203461,0,151,0,4,151,4,0.026490066225165563,NA,0.026490066225165563
Anthony Black,1641710,8,145,1,9,153,10,0.06535947712418301,0.125,0.06206896551724138
Anthony Bonner,41,23,318,0,16,341,16,0.0469208211143695,0,0.050314465408805034
Anthony Bowie,194,40,461,0,18,501,18,0.03592814371257485,0,0.039045553145336226
Anthony Brown,1626148,0,41,0,1,41,1,0.024390243902439025,NA,0.024390243902439025
Anthony Carter,1853,39,623,3,22,662,25,0.0377643504531722,0.07692307692307693,0.03531300160513644
Anthony Cook,76433,0,116,0,3,116,3,0.02586206896551724,NA,0.02586206896551724
Anthony Davis,203076,65,788,9,113,853,122,0.14302461899179367,0.13846153846153847,0.1434010152284264
Anthony Edwards,1630162,45,381,13,120,426,133,0.31220657276995306,0.28888888888888886,0.31496062992125984
Anthony Frederick,76752,0,147,0,8,147,8,0.05442176870748299,NA,0.05442176870748299
Anthony Gill,1630264,6,229,0,3,235,3,0.01276595744680851,0,0.013100436681222707
Anthony Goldwire,924,0,266,0,20,266,20,0.07518796992481203,NA,0.07518796992481203
Anthony Grundy,101219,0,12,0,0,12,0,0,NA,0
Anthony Johnson,1533,100,793,4,45,893,49,0.054871220604703244,0.04,0.05674653215636822
Anthony Jones,77173,1,164,0,3,165,3,0.01818181818181818,0,0.018292682926829267
Anthony Lamb,1630237,6,88,0,1,94,1,0.010638297872340425,0,0.011363636363636364
Anthony Mason,193,96,882,3,62,978,65,0.06646216768916155,0.03125,0.07029478458049887
Anthony Miller,292,8,180,0,0,188,0,0,0,0
Anthony Morrow,201627,17,564,0,75,581,75,0.12908777969018934,0,0.13297872340425532
Anthony Parker,1515,22,494,2,68,516,70,0.13565891472868216,0.09090909090909091,0.13765182186234817
Anthony Peeler,324,57,828,10,145,885,155,0.1751412429378531,0.17543859649122806,0.1751207729468599
Anthony Pullard,77890,0,8,0,0,8,0,0,NA,0
Anthony Randolph,201576,5,252,0,20,257,20,0.07782101167315175,0,0.07936507936507936
Anthony Roberson,101194,1,65,0,2,66,2,0.030303030303030304,0,0.03076923076923077
Anthony Roberts,77975,16,213,5,30,229,35,0.15283842794759825,0.3125,0.14084507042253522
Anthony Taylor,78295,0,21,0,4,21,4,0.19047619047619047,NA,0.19047619047619047
Anthony Tolliver,201229,15,730,0,26,745,26,0.0348993288590604,0,0.03561643835616438
Anthony Tucker,141,0,62,0,1,62,1,0.016129032258064516,NA,0.016129032258064516
Antoine Carr,156,107,987,2,55,1094,57,0.05210237659963437,0.018691588785046728,0.05572441742654509
Antoine Rigaudeau,2541,0,11,0,0,11,0,0,NA,0
Antoine Walker,952,64,893,24,353,957,377,0.3939393939393939,0.375,0.39529675251959684
Antoine Wright,101120,28,297,0,15,325,15,0.046153846153846156,0,0.050505050505050504
Anton Watson,1641817,0,9,0,0,9,0,0,NA,0
Antonio Anderson,202079,0,1,0,0,1,0,0,NA,0
Antonio Blakeney,1628469,0,76,0,11,76,11,0.14473684210526316,NA,0.14473684210526316
Antonio Burks,2766,3,81,0,0,84,0,0,0,0
Antonio Daniels,1498,80,872,4,44,952,48,0.05042016806722689,0.05,0.05045871559633028
Antonio Davis,213,93,903,8,113,996,121,0.1214859437751004,0.08602150537634409,0.12513842746400886
Antonio Harvey,176,5,187,0,2,192,2,0.010416666666666666,0,0.0106951871657754
Antonio Lang,226,1,143,0,0,144,0,0,0,0
Antonio McDyess,686,100,1015,6,120,1115,126,0.11300448430493273,0.06,0.11822660098522167
Antonio Reeves,1641810,0,43,0,3,43,3,0.06976744186046512,NA,0.06976744186046512
Antonis Fotsis,2238,0,28,0,0,28,0,0,NA,0
Antonius Cleveland,1628499,2,28,0,0,30,0,0,0,0
Anzejs Pasecniks,1628394,0,28,0,0,28,0,0,NA,0
Archie Clark,76397,71,724,17,129,795,146,0.18364779874213835,0.23943661971830985,0.1781767955801105
Archie Dees,76546,2,191,0,11,193,11,0.05699481865284974,0,0.05759162303664921
Archie Goodwin,203462,0,165,0,13,165,13,0.07878787878787878,NA,0.07878787878787878
Ariel Hukporti,1630574,3,25,0,0,28,0,0,0,0
Arinze Onuaku,202620,0,19,0,0,19,0,0,NA,0
Arlen Bockhorn,76191,26,474,5,120,500,125,0.25,0.19230769230769232,0.25316455696202533
Armel Traore,1642422,0,9,0,0,9,0,0,NA,0
Armen Gilliam,288,34,929,4,134,963,138,0.14330218068535824,0.11764705882352941,0.1442411194833154
Armon Johnson,202356,2,47,0,1,49,1,0.02040816326530612,0,0.02127659574468085
Armond Hill,77024,16,468,0,30,484,30,0.06198347107438017,0,0.0641025641025641
Armoni Brooks,1629717,4,84,0,8,88,8,0.09090909090909091,0,0.09523809523809523
Arnett Moultrie,203102,0,59,0,0,59,0,0,NA,0
Arnie Ferrin,76711,14,105,1,3,119,4,0.03361344537815126,0.07142857142857142,0.02857142857142857
Arnie Johnson,77132,27,215,1,1,242,2,0.008264462809917356,0.037037037037037035,0.004651162790697674
Arnie Risen,77967,59,515,11,32,574,43,0.07491289198606271,0.1864406779661017,0.062135922330097085
Arnoldas Kulboka,1629083,0,2,0,0,2,0,0,NA,0
Aron Baynes,203382,54,522,0,12,576,12,0.020833333333333332,0,0.022988505747126436
Arron Afflalo,201167,35,762,4,110,797,114,0.14303638644918445,0.11428571428571428,0.14435695538057744
Art Burris,76311,0,53,0,0,53,0,0,NA,0
Art Collins,76416,0,38,0,0,38,0,0,NA,0
Art Harris,76956,7,239,1,54,246,55,0.22357723577235772,0.14285714285714285,0.22594142259414227
Art Heyman,77015,0,147,0,15,147,15,0.10204081632653061,NA,0.10204081632653061
Art Hillhouse,77027,2,16,0,1,18,1,0.05555555555555555,0,0.0625
Art Long,1609,0,98,0,1,98,1,0.01020408163265306,NA,0.01020408163265306
Art Spector,78226,0,55,0,0,55,0,0,NA,0
Art Spoelstra,78232,3,278,0,3,281,3,0.010676156583629894,0,0.01079136690647482
Arthur Williams,78539,39,540,0,39,579,39,0.06735751295336788,0,0.07222222222222222
Artis Gilmore,600014,42,909,0,50,951,50,0.052576235541535225,0,0.05500550055005501
Arvid Kramer,77306,0,8,0,0,8,0,0,NA,0
Arvydas Macijauskas,101178,0,19,0,0,19,0,0,NA,0
Arvydas Sabonis,717,51,470,5,66,521,71,0.1362763915547025,0.09803921568627451,0.14042553191489363
Ashraf Amaya,732,0,85,0,0,85,0,0,NA,0
Ashton Hagans,1630204,0,21,0,0,21,0,0,NA,0
Askia Jones,77174,0,11,0,0,11,0,0,NA,0
Audie Norris,77731,20,187,0,0,207,0,0,0,0
Audley Brindley,76255,1,2,0,0,3,0,0,0,0
Ausar Thompson,1641709,6,122,0,8,128,8,0.0625,0,0.06557377049180328
Austin Carr,76348,18,682,5,176,700,181,0.25857142857142856,0.2777777777777778,0.25806451612903225
Austin Croshere,1506,68,659,5,48,727,53,0.07290233837689133,0.07352941176470588,0.07283763277693475
Austin Daye,201948,5,293,0,16,298,16,0.053691275167785234,0,0.05460750853242321
Austin Reaves,1630559,28,279,7,42,307,49,0.15960912052117263,0.25,0.15053763440860216
Austin Rivers,203085,65,707,5,75,772,80,0.10362694300518134,0.07692307692307693,0.10608203677510608
Avery Bradley,202340,39,660,11,132,699,143,0.20457796852646637,0.28205128205128205,0.2
Avery Johnson,422,90,1054,10,80,1144,90,0.07867132867132867,0.1111111111111111,0.07590132827324478
Awvee Storey,2852,0,60,0,0,60,0,0,NA,0
Axel Toupane,1626253,4,33,0,0,37,0,0,0,0
Ayo Dosunmu,1630245,9,279,2,24,288,26,0.09027777777777778,0.2222222222222222,0.08602150537634409
B.J. Armstrong,769,105,747,4,67,852,71,0.08333333333333333,0.0380952380952381,0.08969210174029452
B.J. Tyler,189,0,55,0,1,55,1,0.01818181818181818,NA,0.01818181818181818
BJ Johnson,1629168,1,21,0,1,22,1,0.045454545454545456,0,0.047619047619047616
Bailey Howell,77070,86,950,22,133,1036,155,0.14961389961389962,0.2558139534883721,0.14
Bam Adebayo,1628389,84,567,10,59,651,69,0.10599078341013825,0.11904761904761904,0.10405643738977072
Barney Cable,76324,11,361,1,24,372,25,0.06720430107526881,0.09090909090909091,0.0664819944598338
Baron Davis,1884,50,835,16,327,885,343,0.38757062146892657,0.32,0.3916167664670659
Barry Kramer,77307,0,52,0,1,52,1,0.019230769230769232,NA,0.019230769230769232
Barry Nelson,77699,2,28,0,0,30,0,0,0,0
Barry Orms,77768,3,63,0,4,66,4,0.06060606060606061,0,0.06349206349206349
Barry Stevens,78251,0,2,0,0,2,0,0,NA,0
Barry Sumpter,78654,0,1,0,0,1,0,0,NA,0
Barry Yates,78629,0,24,0,0,24,0,0,NA,0
Bart Kofoed,77294,10,111,0,0,121,0,0,0,0
Bato Govedarica,76837,0,19,0,0,19,0,0,NA,0
Bayard Forrest,76739,15,139,0,1,154,1,0.006493506493506494,0,0.007194244604316547
Baylor Scheierman,1631248,4,31,0,1,35,1,0.02857142857142857,0,0.03225806451612903
"Bear, The Body Hoffman",77036,0,29,0,0,29,0,0,NA,0
Belus Smawley,78176,0,10,0,0,10,0,0,NA,0
Ben Bentil,1627791,0,3,0,0,3,0,0,NA,0
Ben Clyde,76409,0,25,0,0,25,0,0,NA,0
Ben Coleman,76412,3,227,0,3,230,3,0.013043478260869565,0,0.013215859030837005
Ben Davis,989,0,40,0,0,40,0,0,NA,0
Ben Gillery,76812,0,24,0,0,24,0,0,NA,0
Ben Gordon,2732,29,744,14,212,773,226,0.2923673997412678,0.4827586206896552,0.2849462365591398
Ben Handlogten,1052,0,38,0,1,38,1,0.02631578947368421,NA,0.02631578947368421
Ben Hansbrough,203162,6,28,0,0,34,0,0,0,0
Ben Kelso,77240,1,46,0,0,47,0,0,0,0
Ben McDonald,77524,10,176,0,7,186,7,0.03763440860215054,0,0.03977272727272727
Ben McLemore,203463,15,556,0,65,571,65,0.1138353765323993,0,0.11690647482014388
Ben Moore,1628500,0,2,0,0,2,0,0,NA,0
Ben Poquette,77873,4,718,0,38,722,38,0.05263157894736842,0,0.052924791086350974
Ben Sheppard,1641767,38,121,0,3,159,3,0.018867924528301886,0,0.024793388429752067
Ben Simmons,1627732,39,382,4,32,421,36,0.0855106888361045,0.10256410256410256,0.08376963350785341
Ben Uzoh,202386,0,60,0,2,60,2,0.03333333333333333,NA,0.03333333333333333
Ben Wallace,1112,130,1088,5,41,1218,46,0.03776683087027915,0.038461538461538464,0.03768382352941176
Ben Warley,78458,10,288,1,10,298,11,0.03691275167785235,0.1,0.034722222222222224
Bennedict Mathurin,1631097,22,210,3,61,232,64,0.27586206896551724,0.13636363636363635,0.2904761904761905
Bennie Swain,78283,5,58,0,1,63,1,0.015873015873015872,0,0.017241379310344827
