name,personId,postseason_games,reg_season_games,tour_date_postseason,tour_date_reg_season,tot_games,tot_tour_date_games,tot_tour_date_percent,postseason_tour_date_percent,reg_season_tour_date_percent
Chuma Okeke,1629643,5,198,0,21,203,21,0.10344827586206896,0,0.10606060606060606
Clar. Weatherspoon,221,18,915,1,132,933,133,0.14255091103965703,0.05555555555555555,0.14426229508196722
Clarence Glover,76825,3,25,0,0,28,0,0,0,0
Clarence Hermsen,77007,2,54,0,1,56,1,0.017857142857142856,0,0.018518518518518517
Clarence Kea,77229,0,51,0,2,51,2,0.0392156862745098,NA,0.0392156862745098
Clark Kellogg,77236,0,260,0,56,260,56,0.2153846153846154,NA,0.2153846153846154
Claude English,76674,0,18,0,0,18,0,0,NA,0
Claude Gregory,76884,0,25,0,1,25,1,0.04,NA,0.04
Claude Overton,77780,0,9,0,1,9,1,0.1111111111111111,NA,0.1111111111111111
Claude Terry,78308,0,72,0,0,72,0,0,NA,0
Clay Johnson,77135,17,91,0,2,108,2,0.018518518518518517,0,0.02197802197802198
Cleanthony Early,203921,0,56,0,5,56,5,0.08928571428571429,NA,0.08928571428571429
Clem Haskins,76965,28,681,2,133,709,135,0.19040902679830748,0.07142857142857142,0.19530102790014683
Clemon Johnson,77136,66,782,0,24,848,24,0.02830188679245283,0,0.030690537084398978
Cleo Hill,77025,0,58,0,5,58,5,0.08620689655172414,NA,0.08620689655172414
Cleveland Buckner,76295,0,66,0,5,66,5,0.07575757575757576,NA,0.07575757575757576
Cliff Alexander,1626146,0,8,0,0,8,0,0,NA,0
Cliff Anderson,76035,3,81,0,1,84,1,0.011904761904761904,0,0.012345679012345678
Cliff Hagan,76912,90,747,20,151,837,171,0.20430107526881722,0.2222222222222222,0.20214190093708165
Cliff Levingston,77377,82,830,0,25,912,25,0.027412280701754384,0,0.030120481927710843
Cliff Meely,77570,0,318,0,36,318,36,0.11320754716981132,NA,0.11320754716981132
Cliff Pondexter,77869,3,197,0,6,200,6,0.03,0,0.030456852791878174
Cliff T. Robinson,77986,17,628,3,165,645,168,0.26046511627906976,0.17647058823529413,0.2627388535031847
Cliff Williams,78543,0,3,0,0,3,0,0,NA,0
Clifford Lett,77374,0,11,0,0,11,0,0,NA,0
Clifford Ray,77917,60,784,3,25,844,28,0.03317535545023697,0.05,0.03188775510204082
Clifford Robinson,361,141,1380,36,372,1521,408,0.2682445759368836,0.2553191489361702,0.26956521739130435
Clifford Rozier,32,0,173,0,7,173,7,0.04046242774566474,NA,0.04046242774566474
Clint Capela,203991,91,664,2,25,755,27,0.03576158940397351,0.02197802197802198,0.03765060240963856
Clint McDaniel,723,0,12,0,0,12,0,0,NA,0
Clint Richardson,77950,72,586,1,29,658,30,0.04559270516717325,0.013888888888888888,0.04948805460750853
Clint Wager,78427,4,30,0,0,34,0,0,0,0
Clinton Smith,78181,0,45,0,2,45,2,0.044444444444444446,NA,0.044444444444444446
Clinton Wheeler,78504,0,87,0,0,87,0,0,NA,0
Clyde Drexler,17,145,1086,52,307,1231,359,0.2916328188464663,0.3586206896551724,0.2826887661141805
Clyde Lee,77357,51,742,8,86,793,94,0.11853720050441362,0.1568627450980392,0.11590296495956873
Clyde Lovellette,77414,69,698,23,88,767,111,0.14471968709256844,0.3333333333333333,0.12607449856733524
Clyde Mayes,77492,3,74,0,1,77,1,0.012987012987012988,0,0.013513513513513514
Coby Dietrick,76567,28,481,1,23,509,24,0.047151277013752456,0.03571428571428571,0.04781704781704782
Coby Karl,201207,1,24,0,2,25,2,0.08,0,0.08333333333333333
Coby White,1629632,10,422,3,132,432,135,0.3125,0.3,0.3127962085308057
Cody Martin,1628998,1,259,0,7,260,7,0.026923076923076925,0,0.02702702702702703
Cody Williams,1642262,0,49,0,2,49,2,0.04081632653061224,NA,0.04081632653061224
Cody Zeller,203469,34,552,0,10,586,10,0.017064846416382253,0,0.018115942028985508
Colby Jones,1641732,1,68,0,0,69,0,0,0,0
Cole Aldrich,202332,11,339,0,2,350,2,0.005714285714285714,0,0.0058997050147492625
Cole Anthony,1630175,13,318,1,83,331,84,0.2537764350453172,0.07692307692307693,0.2610062893081761
Cole Swider,1631306,0,35,0,0,35,0,0,NA,0
Colin Castleton,1630658,0,42,0,1,42,1,0.023809523809523808,NA,0.023809523809523808
Collin Gillespie,1631221,0,57,0,2,57,2,0.03508771929824561,NA,0.03508771929824561
Collin Sexton,1629012,0,406,0,95,406,95,0.23399014778325122,NA,0.23399014778325122
Conner Henry,77002,11,93,0,0,104,0,0,0,0
Connie Dierking,76566,20,706,4,128,726,132,0.18181818181818182,0.2,0.1813031161473088
Connie Hawkins,76972,12,502,5,102,514,107,0.20817120622568094,0.4166666666666667,0.20318725099601595
Connie Norman,77729,1,99,0,5,100,5,0.05,0,0.050505050505050504
Connie Simmons,78153,44,361,15,29,405,44,0.10864197530864197,0.3409090909090909,0.08033240997229917
Corey Beck,1133,6,88,0,0,94,0,0,0,0
Corey Benjamin,1736,0,153,0,15,153,15,0.09803921568627451,NA,0.09803921568627451
Corey Brewer,201147,47,819,7,103,866,110,0.12702078521939955,0.14893617021276595,0.12576312576312576
Corey Crowder,76482,4,58,0,0,62,0,0,0,0
Corey Gaines,76770,4,80,0,1,84,1,0.011904761904761904,0,0.0125
Corey Kispert,1630557,0,292,0,34,292,34,0.11643835616438356,NA,0.11643835616438356
Corey Maggette,1894,12,827,3,172,839,175,0.20858164481525626,0.25,0.2079806529625151
Corey Williams,101258,0,39,0,1,39,1,0.02564102564102564,NA,0.02564102564102564
Corie Blount,916,37,644,0,6,681,6,0.00881057268722467,0,0.009316770186335404
Corky Calhoun,76330,18,542,0,15,560,15,0.026785714285714284,0,0.027675276752767528
Corliss Williamson,722,66,822,5,88,888,93,0.10472972972972973,0.07575757575757576,0.1070559610705596
Cornelius Cash,76364,0,6,0,0,6,0,0,NA,0
Cornell Warner,78460,21,445,2,23,466,25,0.0536480686695279,0.09523809523809523,0.051685393258426963
Corny Thompson,78325,0,44,0,0,44,0,0,NA,0
Corsley Edwards,2451,0,10,0,1,10,1,0.1,NA,0.1
Cory Alexander,724,9,307,0,17,316,17,0.05379746835443038,0,0.05537459283387622
Cory Blackwell,76177,0,60,0,4,60,4,0.06666666666666667,NA,0.06666666666666667
Cory Carr,1757,0,42,0,3,42,3,0.07142857142857142,NA,0.07142857142857142
Cory Higgins,202809,0,44,0,1,44,1,0.022727272727272728,NA,0.022727272727272728
Cory Jefferson,203928,0,58,0,1,58,1,0.017241379310344827,NA,0.017241379310344827
Cory Joseph,202709,88,865,1,43,953,44,0.046169989506820566,0.011363636363636364,0.04971098265895954
Costic Borsavage,76209,0,15,0,0,15,0,0,NA,0
Coty Clarke,1626262,0,3,0,0,3,0,0,NA,0
Courtney Alexander,2042,5,187,0,21,192,21,0.109375,0,0.11229946524064172
Courtney Fortson,202622,0,10,0,1,10,1,0.1,NA,0.1
Courtney Lee,201584,50,811,4,97,861,101,0.1173054587688734,0.08,0.11960542540073983
Courtney Sims,201235,0,5,0,0,5,0,0,NA,0
Cozell McQueen,77565,0,3,0,0,3,0,0,NA,0
Craig Brackins,202342,0,17,0,1,17,1,0.058823529411764705,NA,0.058823529411764705
Craig Dykema,76625,6,32,0,0,38,0,0,0,0
Craig Ehlo,378,76,872,10,94,948,104,0.10970464135021098,0.13157894736842105,0.10779816513761468
Craig Hodges,77034,101,695,10,65,796,75,0.0942211055276382,0.09900990099009901,0.09352517985611511
Craig Neal,77694,0,63,0,0,63,0,0,NA,0
Craig Porter Jr.,1641854,6,102,0,2,108,2,0.018518518518518517,0,0.0196078431372549
Craig Raymond,77921,0,27,0,0,27,0,0,NA,0
Craig Shelton,78132,0,59,0,0,59,0,0,NA,0
Craig Smith,200783,0,403,0,8,403,8,0.019851116625310174,NA,0.019851116625310174
Craig Spitzer,78231,1,10,0,0,11,0,0,0,0
Craig Sword,1628591,0,3,0,0,3,0,0,NA,0
Cristiano Felicio,1626245,6,252,0,1,258,1,0.003875968992248062,0,0.003968253968253968
Cui Yongxi,1642385,0,5,0,0,5,0,0,NA,0
Cuonzo Martin,733,0,7,0,0,7,0,0,NA,0
Curtis Borchardt,2414,0,83,0,0,83,0,0,NA,0
Curtis Kitchen,77280,8,6,0,0,14,0,0,0,0
Curtis Perry,77835,52,481,9,71,533,80,0.150093808630394,0.17307692307692307,0.14760914760914762
Curtis Rowe,78028,28,590,5,90,618,95,0.15372168284789645,0.17857142857142858,0.15254237288135594
Cuttino Mobley,1749,26,747,10,254,773,264,0.34152652005174644,0.38461538461538464,0.34002677376171353
D'Angelo Russell,1626156,35,630,15,213,665,228,0.34285714285714286,0.42857142857142855,0.3380952380952381
D'Moi Hodge,1641793,0,7,0,0,7,0,0,NA,0
D.J. Augustin,201571,38,976,6,118,1014,124,0.1222879684418146,0.15789473684210525,0.12090163934426229
D.J. Carton,1630618,0,8,0,0,8,0,0,NA,0
D.J. Kennedy,202810,0,2,0,0,2,0,0,NA,0
D.J. Wilson,1628391,8,148,0,5,156,5,0.03205128205128205,0,0.033783783783783786
DJ Mbenga,2788,29,234,0,0,263,0,0,0,0
DJ Stephens,203474,0,4,0,0,4,0,0,NA,0
DJ Strawberry,201199,1,33,0,0,34,0,0,0,0
DJ White,201591,1,138,0,1,139,1,0.007194244604316547,0,0.007246376811594203
DaJuan Summers,201969,0,83,0,0,83,0,0,NA,0
DaQuan Jeffries,1629610,6,109,0,5,115,5,0.043478260869565216,0,0.045871559633027525
Daequan Cook,201161,46,328,1,45,374,46,0.12299465240641712,0.021739130434782608,0.13719512195121952
Daeqwon Plowden,1631342,0,6,0,0,6,0,0,NA,0
Dahntay Jones,2563,74,624,0,11,698,11,0.015759312320916905,0,0.017628205128205128
Dairis Bertans,1629541,0,12,0,0,12,0,0,NA,0
Daishen Nix,1630227,0,99,0,3,99,3,0.030303030303030304,NA,0.030303030303030304
Dajuan Wagner,2402,0,103,0,27,103,27,0.2621359223300971,NA,0.2621359223300971
Dakari Johnson,1626177,2,31,0,0,33,0,0,0,0
Dakota Mathias,1629751,0,14,0,2,14,2,0.14285714285714285,NA,0.14285714285714285
Dalano Banton,1630625,4,216,0,24,220,24,0.10909090909090909,0,0.1111111111111111
Dale Davis,905,137,1094,3,36,1231,39,0.03168155970755483,0.021897810218978103,0.03290676416819013
Dale Ellis,107,73,1209,18,213,1282,231,0.18018720748829953,0.2465753424657534,0.1761786600496278
Dale Schlueter,78084,17,586,0,18,603,18,0.029850746268656716,0,0.030716723549488054
Dale Wilkinson,78538,0,14,0,0,14,0,0,NA,0
Dalen Terry,1631207,3,170,0,1,173,1,0.005780346820809248,0,0.0058823529411764705
Dalibor Bagaric,2053,0,95,0,0,95,0,0,NA,0
Dallas Comegys,76426,0,142,0,5,142,5,0.035211267605633804,NA,0.035211267605633804
Dalton Knecht,1642261,2,76,0,3,78,3,0.038461538461538464,0,0.039473684210526314
Damian Jones,1627745,14,279,0,0,293,0,0,0,0
Damian Lillard,203081,69,901,32,344,970,376,0.38762886597938145,0.463768115942029,0.38179800221975585
Damien Inglis,203996,0,20,0,0,20,0,0,NA,0
Damien Wilkins,2863,15,582,1,43,597,44,0.07370184254606366,0.06666666666666667,0.07388316151202749
Damion Baugh,1641878,0,15,0,5,15,5,0.3333333333333333,NA,0.3333333333333333
Damion James,202345,0,39,0,1,39,1,0.02564102564102564,NA,0.02564102564102564
Damion Lee,1627814,24,315,0,24,339,24,0.07079646017699115,0,0.0761904761904762
Damir Markota,200806,0,30,0,0,30,0,0,NA,0
Damjan Rudez,204014,0,146,0,0,146,0,0,NA,0
Damon Jones,1800,59,657,2,34,716,36,0.05027932960893855,0.03389830508474576,0.0517503805175038
Damon Stoudamire,757,53,878,7,292,931,299,0.32116004296455425,0.1320754716981132,0.3325740318906606
Damone Brown,2245,0,39,0,1,39,1,0.02564102564102564,NA,0.02564102564102564
Damyean Dotson,1628422,0,213,0,19,213,19,0.0892018779342723,NA,0.0892018779342723
Dan Dickau,2424,0,300,0,24,300,24,0.08,NA,0.08
Dan Gadzuric,2429,12,527,0,7,539,7,0.012987012987012988,0,0.013282732447817837
Dan Godfread,76827,0,11,0,0,11,0,0,NA,0
Dan Issel,77097,53,718,10,131,771,141,0.1828793774319066,0.18867924528301888,0.18245125348189414
Dan Langhi,2061,0,133,0,2,133,2,0.015037593984962405,NA,0.015037593984962405
Dan Majerle,105,123,955,26,168,1078,194,0.17996289424860853,0.21138211382113822,0.17591623036649215
Dan McClintock,2082,0,6,0,0,6,0,0,NA,0
Dan O'Sullivan,77776,0,45,0,1,45,1,0.022222222222222223,NA,0.022222222222222223
Dan Roundfield,78025,38,746,6,117,784,123,0.1568877551020408,0.15789473684210525,0.15683646112600536
Dan Schayes,7,69,1138,1,48,1207,49,0.04059652029826015,0.014492753623188406,0.0421792618629174
Dan Swartz,78285,1,39,0,1,40,1,0.025,0,0.02564102564102564
Dan Tieman,78342,0,30,0,0,30,0,0,NA,0
Dana Barros,344,31,850,0,104,881,104,0.11804767309875142,0,0.1223529411764706
Dane Suttle,78281,0,46,0,1,46,1,0.021739130434782608,NA,0.021739130434782608
Daniel Anderson,76036,0,95,0,0,95,0,0,NA,0
Daniel Ewing,101137,6,127,0,2,133,2,0.015037593984962405,0,0.015748031496062992
Daniel Gafford,1629655,31,378,0,0,409,0,0,0,0
Daniel Gibson,200789,50,397,3,43,447,46,0.1029082774049217,0.06,0.10831234256926953
Daniel Hamilton,1627772,0,25,0,0,25,0,0,NA,0
Daniel Ochefu,1627849,4,19,0,0,23,0,0,0,0
Daniel Orton,202350,4,51,0,1,55,1,0.01818181818181818,0,0.0196078431372549
Daniel Oturu,1630187,8,33,0,1,41,1,0.024390243902439025,0,0.030303030303030304
Daniel Santiago,2091,2,122,0,3,124,3,0.024193548387096774,0,0.02459016393442623
Daniel Theis,1628464,41,411,0,7,452,7,0.015486725663716814,0,0.0170316301703163
Danilo Gallinari,201568,53,777,13,206,830,219,0.26385542168674697,0.24528301886792453,0.2651222651222651
Daniss Jenkins,1642450,0,7,0,0,7,0,0,NA,0
Danny Ainge,76017,193,1042,27,151,1235,178,0.14412955465587043,0.13989637305699482,0.14491362763915547
Danny Doyle,76595,0,4,0,0,4,0,0,NA,0
Danny Ferry,198,67,918,3,69,985,72,0.07309644670050762,0.04477611940298507,0.07516339869281045
Danny Finn,76717,0,125,0,6,125,6,0.048,NA,0.048
Danny Fortson,1504,11,440,0,28,451,28,0.06208425720620843,0,0.06363636363636363
Danny Granger,101122,35,586,6,168,621,174,0.28019323671497587,0.17142857142857143,0.28668941979522183
Danny Green,201980,169,832,23,81,1001,104,0.1038961038961039,0.13609467455621302,0.09735576923076923
Danny Manning,330,43,883,4,102,926,106,0.11447084233261338,0.09302325581395349,0.11551528878822197
Danny Vranes,78423,15,510,2,8,525,10,0.01904761904761905,0.13333333333333333,0.01568627450980392
Danny Young,78633,53,574,0,10,627,10,0.01594896331738437,0,0.017421602787456445
Dante Cunningham,201967,21,715,0,18,736,18,0.024456521739130436,0,0.025174825174825177
Dante Exum,203957,40,320,1,14,360,15,0.041666666666666664,0.025,0.04375
Danuel House Jr.,1627863,29,294,2,19,323,21,0.06501547987616099,0.06896551724137931,0.06462585034013606
Darington Hobson,202359,0,5,0,0,5,0,0,NA,0
Dario Saric,203967,26,493,4,76,519,80,0.15414258188824662,0.15384615384615385,0.15415821501014199
Dariq Whitehead,1641727,0,22,0,2,22,2,0.09090909090909091,NA,0.09090909090909091
Darius Bazley,1629647,7,237,1,37,244,38,0.1557377049180328,0.14285714285714285,0.15611814345991562
Darius Days,1630620,0,4,0,0,4,0,0,NA,0
Darius Garland,1629636,24,382,9,119,406,128,0.31527093596059114,0.375,0.31151832460732987
Darius Johnson-Odom,203130,0,7,0,0,7,0,0,NA,0
Darius Miles,2032,0,446,0,57,446,57,0.12780269058295965,NA,0.12780269058295965
Darius Miller,203121,9,271,0,19,280,19,0.06785714285714285,0,0.07011070110701106
Darius Morris,202721,9,132,1,4,141,5,0.03546099290780142,0.1111111111111111,0.030303030303030304
Darius Songaila,2443,21,495,1,20,516,21,0.040697674418604654,0.047619047619047616,0.04040404040404041
Darius Washington,200827,0,18,0,0,18,0,0,NA,0
Darko Milicic,2545,21,468,0,27,489,27,0.05521472392638037,0,0.057692307692307696
Darnell Hillman,77028,18,287,1,30,305,31,0.10163934426229508,0.05555555555555555,0.10452961672473868
Darnell Jackson,201616,5,138,0,2,143,2,0.013986013986013986,0,0.014492753623188406
Darnell Mee,1577,3,40,0,0,43,0,0,0,0
Darnell Valentine,78395,26,620,5,69,646,74,0.11455108359133127,0.19230769230769232,0.11129032258064517
Darrall Imhoff,77093,54,800,2,30,854,32,0.03747072599531616,0.037037037037037035,0.0375
Darrell Allums,76030,0,22,0,0,22,0,0,NA,0
Darrell Armstrong,353,51,840,5,152,891,157,0.17620650953984288,0.09803921568627451,0.18095238095238095
Darrell Arthur,201589,28,503,0,32,531,32,0.060263653483992465,0,0.0636182902584493
Darrell Elston,76667,0,5,0,0,5,0,0,NA,0
Darrell Griffith,76890,37,765,11,174,802,185,0.23067331670822944,0.2972972972972973,0.22745098039215686
Darrell Lockhart,77399,0,2,0,0,2,0,0,NA,0
Darrell Walker,78437,34,720,4,92,754,96,0.1273209549071618,0.11764705882352941,0.12777777777777777
Darren Collison,201954,40,711,4,110,751,114,0.151797603195739,0.1,0.15471167369901548
Darren Daye,76543,34,328,0,10,362,10,0.027624309392265192,0,0.03048780487804878
Darren Morningstar,77644,0,23,0,0,23,0,0,NA,0
Darren Tillis,78343,0,124,0,1,124,1,0.008064516129032258,NA,0.008064516129032258
Darrick Martin,239,25,514,1,65,539,66,0.12244897959183673,0.04,0.1264591439688716
Darrin Hancock,241,9,133,0,1,142,1,0.007042253521126761,0,0.007518796992481203
Darrun Hilliard,1626199,0,91,0,2,91,2,0.02197802197802198,NA,0.02197802197802198
Darryl Dawkins,76539,109,726,5,31,835,36,0.04311377245508982,0.045871559633027525,0.04269972451790634
Darryl Johnson,683,0,11,0,0,11,0,0,NA,0
Darryl Watkins,201208,0,14,0,0,14,0,0,NA,0
Darvin Ham,1032,55,417,0,0,472,0,0,0,0
Darwin Cook,76435,25,612,7,104,637,111,0.17425431711145997,0.28,0.16993464052287582
Daryl Macon,1629133,0,12,0,0,12,0,0,NA,0
Dave Batton,76124,0,58,0,0,58,0,0,NA,0
Dave Bing,76166,31,901,9,244,932,253,0.27145922746781115,0.2903225806451613,0.27081021087680357
Dave Budd,76297,0,353,0,11,353,11,0.031161473087818695,NA,0.031161473087818695
Dave Corzine,76453,69,891,4,67,960,71,0.07395833333333333,0.057971014492753624,0.07519640852974187
Dave Cowens,76462,89,766,27,223,855,250,0.29239766081871343,0.30337078651685395,0.29112271540469975
Dave DeBusschere,76545,96,876,47,261,972,308,0.3168724279835391,0.4895833333333333,0.2979452054794521
Dave Deutsch,76560,1,19,0,0,20,0,0,0,0
Dave Fedor,76697,0,7,0,0,7,0,0,NA,0
Dave Feitl,76703,7,275,0,4,282,4,0.014184397163120567,0,0.014545454545454545
Dave Gambee,76774,43,749,12,111,792,123,0.1553030303030303,0.27906976744186046,0.14819759679572764
Dave Gunther,76906,0,1,0,0,1,0,0,NA,0
Dave Henderson,76991,0,22,0,1,22,1,0.045454545454545456,NA,0.045454545454545456
Dave Hoppen,77053,3,169,0,3,172,3,0.01744186046511628,0,0.01775147928994083
Dave Jamerson,77114,2,90,0,3,92,3,0.03260869565217391,0,0.03333333333333333
Dave Johnson,77138,0,59,0,0,59,0,0,NA,0
Dave Lattin,77342,5,111,0,2,116,2,0.017241379310344827,0,0.018018018018018018
Dave Magley,77442,0,15,0,0,15,0,0,NA,0
Dave Meyers,77586,19,281,3,33,300,36,0.12,0.15789473684210525,0.11743772241992882
Dave Minor,77610,0,30,0,0,30,0,0,NA,0
Dave Newmark,77712,6,145,0,7,151,7,0.046357615894039736,0,0.04827586206896552
Dave Piontek,77862,26,413,1,23,439,24,0.05466970387243736,0.038461538461538464,0.05569007263922518
Dave Popson,77872,0,41,0,1,41,1,0.024390243902439025,NA,0.024390243902439025
Dave Robisch,77998,14,508,0,38,522,38,0.07279693486590039,0,0.07480314960629922
Dave Schellhase,78081,3,73,0,1,76,1,0.013157894736842105,0,0.0136986301369863
Dave Scholz,78088,0,1,0,0,1,0,0,NA,0
Dave Sorenson,78220,0,214,0,29,214,29,0.13551401869158877,NA,0.13551401869158877
Dave Stallworth,78238,40,522,3,61,562,64,0.11387900355871886,0.075,0.11685823754789272
Dave Twardzik,78387,25,280,0,6,305,6,0.019672131147540985,0,0.02142857142857143
Dave Wohl,78606,4,410,0,22,414,22,0.05314009661835749,0,0.05365853658536585
Dave Zeller,78640,2,50,0,1,52,1,0.019230769230769232,0,0.02
David Andersen,2431,0,103,0,2,103,2,0.019417475728155338,NA,0.019417475728155338
David Benoit,128,57,492,7,41,549,48,0.08743169398907104,0.12280701754385964,0.08333333333333333
David Britton,76261,0,2,0,0,2,0,0,NA,0
David Burns,76307,0,9,0,0,9,0,0,NA,0
David Cooke,76439,0,6,0,0,6,0,0,NA,0
David Duke Jr.,1630561,1,55,0,3,56,3,0.05357142857142857,0,0.05454545454545454
David Greenwood,76881,22,823,1,90,845,91,0.1076923076923077,0.045454545454545456,0.10935601458080195
David Harrison,2758,6,189,0,2,195,2,0.010256410256410256,0,0.010582010582010581
David Johnson,77139,9,119,0,7,128,7,0.0546875,0,0.058823529411764705
David Johnson,1630525,0,2,0,0,2,0,0,NA,0
David Lee,101135,43,829,3,80,872,83,0.09518348623853211,0.06976744186046512,0.09650180940892641
David Noel,200786,0,68,0,0,68,0,0,NA,0
David Nwaba,1628021,0,237,0,9,237,9,0.0379746835443038,NA,0.0379746835443038
David Pope,77870,0,32,0,0,32,0,0,NA,0
David Rivers,77970,6,114,0,1,120,1,0.008333333333333333,0,0.008771929824561403
David Robinson,764,123,987,29,155,1110,184,0.16576576576576577,0.23577235772357724,0.15704154002026344
David Roddy,1631223,8,168,1,13,176,14,0.07954545454545454,0.125,0.07738095238095238
David Stockton,204065,2,6,0,0,8,0,0,0,0
David Thirdkill,78314,18,180,0,0,198,0,0,0,0
David Thompson,78326,27,510,8,96,537,104,0.19366852886405958,0.2962962962962963,0.18823529411764706
David Vanterpool,2128,0,22,0,1,22,1,0.045454545454545456,NA,0.045454545454545456
David Vaughn,710,1,119,0,3,120,3,0.025,0,0.025210084033613446
David Wear,204033,0,2,0,0,2,0,0,NA,0
David Wesley,133,55,949,19,249,1004,268,0.26693227091633465,0.34545454545454546,0.2623814541622761
David West,2561,118,1034,19,167,1152,186,0.16145833333333334,0.16101694915254236,0.16150870406189555
David Wingate,766,59,740,2,36,799,38,0.04755944931163955,0.03389830508474576,0.04864864864864865
David Wood,116,8,412,0,5,420,5,0.011904761904761904,0,0.012135922330097087
Davion Mitchell,1630558,15,301,2,22,316,24,0.0759493670886076,0.13333333333333333,0.07308970099667775
Davis Bertans,202722,47,475,0,39,522,39,0.07471264367816093,0,0.08210526315789474
Davon Reed,1628432,0,122,0,0,122,0,0,NA,0
Day'Ron Sharpe,1630549,3,191,0,5,194,5,0.02577319587628866,0,0.02617801047120419
De'Aaron Fox,1628368,9,531,2,132,540,134,0.24814814814814815,0.2222222222222222,0.24858757062146894
De'Andre Hunter,1629631,28,326,7,79,354,86,0.24293785310734464,0.25,0.24233128834355827
De'Anthony Melton,1629001,30,356,4,49,386,53,0.13730569948186527,0.13333333333333333,0.13764044943820225
DeAndre Jordan,201599,73,1111,0,5,1184,5,0.004222972972972973,0,0.004500450045004501
DeAndre Liggins,202732,11,177,0,0,188,0,0,0,0
DeAndre' Bembry,1627761,0,296,0,12,296,12,0.04054054054054054,NA,0.04054054054054054
DeJon Jarreau,1630610,0,10,0,0,10,0,0,NA,0
DeJuan Blair,201971,42,424,1,12,466,13,0.027896995708154508,0.023809523809523808,0.02830188679245283
DeJuan Wheat,1545,1,80,0,1,81,1,0.012345679012345678,0,0.0125
DeMar DeRozan,201942,69,1187,26,318,1256,344,0.27388535031847133,0.37681159420289856,0.2679022746419545
DeMarco Johnson,1746,0,5,0,0,5,0,0,NA,0
DeMarcus Cousins,202326,20,654,2,158,674,160,0.23738872403560832,0.1,0.2415902140672783
DeMarcus Nelson,201634,0,13,0,0,13,0,0,NA,0
DeMarre Carroll,201960,64,578,5,78,642,83,0.1292834890965732,0.078125,0.13494809688581316
DeQuan Jones,203199,0,63,0,1,63,1,0.015873015873015872,NA,0.015873015873015872
DeSagana Diop,2205,28,601,0,0,629,0,0,0,0
DeShawn Stevenson,2052,42,824,4,96,866,100,0.11547344110854503,0.09523809523809523,0.11650485436893204
DeVaughn Akoon-Purcell,1629152,0,7,0,0,7,0,0,NA,0
Dean Garrett,1051,13,359,0,8,372,8,0.021505376344086023,0,0.022284122562674095
Dean Meminger,77578,45,416,0,15,461,15,0.03253796095444685,0,0.036057692307692304
Dean Oliver,2352,0,35,0,0,35,0,0,NA,0
Dean Tolson,78349,4,80,0,1,84,1,0.011904761904761904,0,0.0125
Dean Wade,1629731,14,283,0,3,297,3,0.010101010101010102,0,0.01060070671378092
Deandre Ayton,1629028,45,398,2,31,443,33,0.0744920993227991,0.044444444444444446,0.07788944723618091
Dedric Willoughby,2000,0,25,0,6,25,6,0.24,NA,0.24
Dee Brown,244,31,608,5,122,639,127,0.19874804381846636,0.16129032258064516,0.20065789473684212
Dee Brown,200793,8,68,0,0,76,0,0,0,0
Dee Gibson,76808,0,12,0,0,12,0,0,NA,0
Deividas Sirvydis,1629686,0,23,0,0,23,0,0,NA,0
Dejounte Murray,1627749,25,503,5,132,528,137,0.25946969696969696,0.2,0.2624254473161034
Del Beshore,76159,0,69,0,0,69,0,0,NA,0
Delaney Rudd,78035,24,239,0,0,263,0,0,0,0
Dell Curry,209,51,1083,5,183,1134,188,0.1657848324514991,0.09803921568627451,0.16897506925207756
Dell Demps,725,0,20,0,0,20,0,0,NA,0
Delon Wright,1626153,51,548,0,16,599,16,0.02671118530884808,0,0.029197080291970802
Delonte West,2753,58,432,4,57,490,61,0.12448979591836734,0.06896551724137931,0.13194444444444445
Demetris Nichols,201193,0,18,0,0,18,0,0,NA,0
Demetrius Calip,76332,0,7,0,0,7,0,0,NA,0
Demetrius Jackson,1627743,0,26,0,0,26,0,0,NA,0
Deng Adel,1629061,0,19,0,0,19,0,0,NA,0
Deng Gai,101184,0,2,0,0,2,0,0,NA,0
Deni Avdija,1630166,0,359,0,48,359,48,0.13370473537604458,NA,0.13370473537604458
Dennis Awtrey,76078,61,733,0,23,794,23,0.028967254408060455,0,0.03137789904502047
Dennis Bell,76142,3,63,0,0,66,0,0,0,0
Dennis Boyd,76221,0,5,0,0,5,0,0,NA,0
Dennis DuVal,76623,5,50,0,0,55,0,0,0,0
Dennis Hamilton,76926,2,68,0,0,70,0,0,0,0
Dennis Hopson,77054,5,334,0,62,339,62,0.18289085545722714,0,0.18562874251497005
Dennis Horner,202862,0,8,0,0,8,0,0,NA,0
Dennis Johnson,77141,180,1101,65,282,1281,347,0.27088212334113976,0.3611111111111111,0.2561307901907357
Dennis Layton,77350,0,264,0,20,264,20,0.07575757575757576,NA,0.07575757575757576
Dennis Nutt,77738,1,25,0,0,26,0,0,0,0
Dennis Rodman,23,169,911,7,30,1080,37,0.03425925925925926,0.04142011834319527,0.03293084522502744
Dennis Schroder,203471,76,842,14,225,918,239,0.26034858387799564,0.18421052631578946,0.2672209026128266
Dennis Scott,192,45,629,14,148,674,162,0.2403560830860534,0.3111111111111111,0.23529411764705882
Dennis Smith Jr.,1628372,0,326,0,60,326,60,0.18404907975460122,NA,0.18404907975460122
Dennis Stewart,78253,0,2,0,0,2,0,0,NA,0
Denzel Valentine,1627756,4,256,0,33,260,33,0.12692307692307692,0,0.12890625
